Stock_Code,Stock_Name,Stock_Code1,Stock_Name1,Start_Date
600706,  ????????,600706,  ????????,  1996-05-16
600707,  ????????,600707,  ????????,  1996-05-20
600708,  ????????,600708,  ????????,  1996-06-06
600710,  ??????,600710,  ??????,  1996-07-01
600711,  ????????,600711,  ????????,  1996-05-31
600712,  ????????,600712,  ????????,  1996-06-26
600713,  ????????,600713,  ????????,  1996-07-01
600714,  ????????,600714,  ????????,  1996-06-06
600715,  ????????,600715,  ????????,  1996-07-01
600716,  ????????,600716,  ????????,  1996-07-02
600717,  ??????,600717,  ??????,  1996-06-14
600718,  ????????,600718,  ????????,  1996-06-18
600719,  ????????,600719,  ????????,  1996-07-16
600720,  ??????,600720,  ??????,  1996-07-16
600721,  *ST????,600721,  *ST????,  1996-06-26
600722,  ????????,600722,  ????????,  1996-06-26
600724,  ????????,600724,  ????????,  1996-07-16
600725,  ????????,600725,  ????????,  1996-07-02
600726,  ????????,600726,  ????????,  1996-07-01
600727,  ????????,600727,  ????????,  1996-07-02
600728,  ????????,600728,  ????????,  1996-07-16
600729,  ????????,600729,  ????????,  1996-07-02
600730,  ????????,600730,  ????????,  1996-07-26
600731,  ????????,600731,  ????????,  1996-08-02
600732,  ????????,600732,  ????????,  1996-08-16
600733,  ????????,600733,  ????????,  1996-08-16
600734,  *ST????,600734,  *ST????,  1996-08-08
600735,  ??????,600735,  ??????,  1996-07-26
600736,  ????????,600736,  ????????,  1996-08-15
600737,  ????????,600737,  ????????,  1996-07-31
600738,  ????????,600738,  ????????,  1996-08-02
600739,  ????????,600739,  ????????,  1996-08-19
600740,  ????????,600740,  ????????,  1996-08-08
600741,  ????????,600741,  ????????,  1996-08-26
600742,  ????????,600742,  ????????,  1996-08-26
600743,  ????????,600743,  ????????,  1996-09-09
600744,  ????????,600744,  ????????,  1996-09-05
600745,  ????????,600745,  ????????,  1996-08-28
600746,  ????????,600746,  ????????,  1996-09-18
600748,  ????????,600748,  ????????,  1996-09-25
600749,  ????????,600749,  ????????,  1996-10-15
600750,  ????????,600750,  ????????,  1996-09-23
600751,  ????????,600751,  ????????,  1996-09-09
600753,  ????????,600753,  ????????,  1996-09-27
600754,  ????????,600754,  ????????,  1996-10-11
600755,  ????????,600755,  ????????,  1996-10-03
600756,  ????????,600756,  ????????,  1996-09-23
600757,  ????????,600757,  ????????,  1996-10-03
600758,  ????????,600758,  ????????,  1996-10-29
600759,  ????????,600759,  ????????,  1996-10-08
600760,  ????????,600760,  ????????,  1996-10-11
600761,  ????????,600761,  ????????,  1996-10-09
600763,  ????????,600763,  ????????,  1996-10-30
600764,  ????????,600764,  ????????,  1996-11-04
600765,  ????????,600765,  ????????,  1996-11-06
600766,  *ST????,600766,  *ST????,  1996-10-28
600767,  ????????,600767,  ????????,  1996-11-15
600768,  ????????,600768,  ????????,  1996-11-11
600769,  ????????,600769,  ????????,  1996-11-01
600770,  ????????,600770,  ????????,  1996-11-20
600771,  ??????,600771,  ??????,  1996-11-05
600773,  ????????,600773,  ????????,  1996-11-08
600774,  ????????,600774,  ????????,  1996-11-08
600775,  ????????,600775,  ????????,  1996-11-18
600776,  ????????,600776,  ????????,  1996-11-26
600777,  ????????,600777,  ????????,  1996-11-21
600778,  ????????,600778,  ????????,  1996-12-03
600779,  ??????,600779,  ??????,  1996-12-06
600780,  ????????,600780,  ????????,  1996-12-05
600781,  ST????,600781,  ST????,  1996-12-18
600782,  ????????,600782,  ????????,  1996-12-25
600783,  ????????,600783,  ????????,  1996-12-25
600784,  ????????,600784,  ????????,  1996-12-25
600785,  ????????,600785,  ????????,  1997-01-08
600787,  ????????,600787,  ????????,  1997-01-21
600789,  ????????,600789,  ????????,  1997-02-26
600790,  ??????,600790,  ??????,  1997-02-28
600791,  ????????,600791,  ????????,  1997-01-30
600792,  ????????,600792,  ????????,  1997-01-23
600793,  ????????,600793,  ????????,  1997-02-20
600794,  ????????,600794,  ????????,  1997-03-06
600795,  ????????,600795,  ????????,  1997-03-18
600796,  ????????,600796,  ????????,  1997-04-08
600797,  ????????,600797,  ????????,  1997-04-18
600798,  ????????,600798,  ????????,  1997-04-23
600800,  ????????,600800,  ????????,  1993-12-06
600801,  ????????,600801,  ????????,  1994-01-03
600802,  ????????,600802,  ????????,  1994-01-03
600803,  ????????,600803,  ????????,  1994-01-03
600804,  ??????,600804,  ??????,  1994-01-03
600805,  ????????,600805,  ????????,  1994-01-03
600807,  ????????,600807,  ????????,  1994-01-03
600808,  ????????,600808,  ????????,  1994-01-06
600809,  ????????,600809,  ????????,  1994-01-06
600810,  ????????,600810,  ????????,  1994-01-06
600811,  ????????,600811,  ????????,  1994-01-06
600812,  ????????,600812,  ????????,  1994-01-14
600814,  ????????,600814,  ????????,  1994-01-14
600815,  ????????,600815,  ????????,  1994-01-28
600816,  ST????,600816,  ST????,  1994-01-28
600817,  ????????,600817,  ????????,  1994-01-28
600818,  ????????,600818,  ????????,  1994-01-28
600819,  ????????,600819,  ????????,  1994-01-28
600820,  ????????,600820,  ????????,  1994-01-28
600821,  ????????,600821,  ????????,  1994-01-28
600822,  ????????,600822,  ????????,  1994-02-04
600823,  ????????,600823,  ????????,  1994-02-04
600824,  ????????,600824,  ????????,  1994-02-04
600825,  ????????,600825,  ????????,  1994-02-04
600826,  ????????,600826,  ????????,  1994-02-04
600827,  ????????,600827,  ????????,  1994-02-04
600828,  ????????,600828,  ????????,  1994-02-24
600829,  ????????,600829,  ????????,  1994-02-24
600830,  ????????,600830,  ????????,  1994-02-24
600831,  ????????,600831,  ????????,  1994-02-24
600833,  ????????,600833,  ????????,  1994-02-24
600834,  ????????,600834,  ????????,  1994-02-24
600835,  ????????,600835,  ????????,  1994-02-24
600836,  ????????,600836,  ????????,  1994-02-24
600837,  ????????,600837,  ????????,  1994-02-24
600838,  ????????,600838,  ????????,  1994-02-24
600839,  ????????,600839,  ????????,  1994-03-11
600841,  ????????,600841,  ????????,  1994-03-11
600843,  ????????,600843,  ????????,  1994-03-11
600844,  ????????,600844,  ????????,  1994-03-11
600845,  ????????,600845,  ????????,  1994-03-11
600846,  ????????,600846,  ????????,  1994-03-11
600847,  ????????,600847,  ????????,  1994-03-24
600848,  ????????,600848,  ????????,  1994-03-24
600850,  ????????,600850,  ????????,  1994-03-24
600851,  ????????,600851,  ????????,  1994-04-04
600853,  ????????,600853,  ????????,  1994-04-04
600854,  ????????,600854,  ????????,  1994-04-25
600855,  ????????,600855,  ????????,  1994-04-25
600856,  *ST????,600856,  *ST????,  1994-04-25
600857,  ????????,600857,  ????????,  1994-04-25
600858,  ????????,600858,  ????????,  1994-05-06
600859,  ??????,600859,  ??????,  1994-05-06
600860,  ????????,600860,  ????????,  1994-05-06
600861,  ????????,600861,  ????????,  1994-05-20
600862,  ????????,600862,  ????????,  1994-05-20
600863,  ????????,600863,  ????????,  1994-05-20
600864,  ????????,600864,  ????????,  1994-08-09
600865,  ????????,600865,  ????????,  1994-08-09
600866,  ????????,600866,  ????????,  1994-08-18
600867,  ????????,600867,  ????????,  1994-08-24
600868,  ????????,600868,  ????????,  1994-09-12
600869,  ????????,600869,  ????????,  1995-02-06
600870,  *ST????,600870,  *ST????,  1995-02-28
600871,  ????????,600871,  ????????,  1995-04-11
600872,  ????????,600872,  ????????,  1995-01-24
600873,  ????????,600873,  ????????,  1995-02-17
600874,  ????????,600874,  ????????,  1995-06-30
600875,  ????????,600875,  ????????,  1995-10-10
600876,  ????????,600876,  ????????,  1995-10-31
600877,  ????????,600877,  ????????,  1995-10-13
600879,  ????????,600879,  ????????,  1995-11-15
600880,  ????????,600880,  ????????,  1995-11-15
600881,  ????????,600881,  ????????,  1995-11-15
600882,  ????????,600882,  ????????,  1995-12-06
600883,  ????????,600883,  ????????,  1995-12-08
600884,  ????????,600884,  ????????,  1996-01-30
600885,  ????????,600885,  ????????,  1996-02-05
600886,  ????????,600886,  ????????,  1996-01-18
600887,  ????????,600887,  ????????,  1996-03-12
600888,  ????????,600888,  ????????,  1996-02-15
600889,  ????????,600889,  ????????,  1996-03-08
600890,  *ST????,600890,  *ST????,  1996-03-18
600892,  ????????,600892,  ????????,  1996-03-15
600893,  ????????,600893,  ????????,  1996-04-08
600894,  ????????,600894,  ????????,  1996-03-28
600895,  ????????,600895,  ????????,  1996-04-22
600896,  *ST????,600896,  *ST????,  1996-05-03
600897,  ????????,600897,  ????????,  1996-05-31
600898,  ST????,600898,  ST????,  1996-04-18
600900,  ????????,600900,  ????????,  2003-11-18
600901,  ????????,600901,  ????????,  2018-03-01
600903,  ????????,600903,  ????????,  2017-11-07
600905,  ????????,600905,  ????????,  2021-06-10
600906,  ????????,600906,  ????????,  2021-05-07
600908,  ????????,600908,  ????????,  2016-09-23
600909,  ????????,600909,  ????????,  2016-12-06
600916,  ????????,600916,  ????????,  2021-02-05
600917,  ????????,600917,  ????????,  2014-09-30
600918,  ????????,600918,  ????????,  2020-06-03
600919,  ????????,600919,  ????????,  2016-08-02
600926,  ????????,600926,  ????????,  2016-10-27
600927,  ????????,600927,  ????????,  2021-12-23
600928,  ????????,600928,  ????????,  2019-03-01
600929,  ????????,600929,  ????????,  2018-03-26
600933,  ??????,600933,  ??????,  2017-11-17
600935,  ????????,600935,  ????????,  2021-11-26
600936,  ????????,600936,  ????????,  2016-08-15
600939,  ????????,600939,  ????????,  2017-02-21
600941,  ????????,600941,  ????????,  2022-01-05
600955,  ????????,600955,  ????????,  2021-09-15
600956,  ????????,600956,  ????????,  2020-06-29
600958,  ????????,600958,  ????????,  2015-03-23
600959,  ????????,600959,  ????????,  2015-04-28
600960,  ????????,600960,  ????????,  2004-04-07
600961,  ????????,600961,  ????????,  2004-08-30
600962,  ????????,600962,  ????????,  2004-06-22
600963,  ????????,600963,  ????????,  2004-05-25
600965,  ????????,600965,  ????????,  2004-07-13
600966,  ????????,600966,  ????????,  2004-06-08
600967,  ????????,600967,  ????????,  2004-05-18
600968,  ????????,600968,  ????????,  2019-06-26
600969,  ????????,600969,  ????????,  2004-04-08
600970,  ????????,600970,  ????????,  2005-04-12
600971,  ????????,600971,  ????????,  2004-08-17
600973,  ????????,600973,  ????????,  2004-08-02
600975,  ??????,600975,  ??????,  2004-06-09
600976,  ????????,600976,  ????????,  2004-04-19
600977,  ????????,600977,  ????????,  2016-08-09
600979,  ????????,600979,  ????????,  2004-09-06
600980,  ????????,600980,  ????????,  2004-05-12
600981,  ????????,600981,  ????????,  2004-06-30
600982,  ????????,600982,  ????????,  2004-07-06
600983,  ??????,600983,  ??????,  2004-07-27
600984,  ????????,600984,  ????????,  2004-07-07
600985,  ????????,600985,  ????????,  2004-04-28
600986,  ????????,600986,  ????????,  2004-04-26
600987,  ????????,600987,  ????????,  2004-08-09
600988,  ????????,600988,  ????????,  2004-04-14
600989,  ????????,600989,  ????????,  2019-05-16
600990,  ????????,600990,  ????????,  2004-05-10
600992,  ????????,600992,  ????????,  2004-05-14
600993,  ??????,600993,  ??????,  2004-05-17
600995,  ????????,600995,  ????????,  2004-06-15
600996,  ????????,600996,  ????????,  2016-12-26
600997,  ????????,600997,  ????????,  2004-06-02
600998,  ??????,600998,  ??????,  2010-11-02
600999,  ????????,600999,  ????????,  2009-11-17
601000,  ??????,601000,  ??????,  2010-07-05
601001,  ????????,601001,  ????????,  2006-06-23
601002,  ????????,601002,  ????????,  2007-01-26
601003,  ????????,601003,  ????????,  2007-02-27
601005,  ????????,601005,  ????????,  2007-02-28
601006,  ????????,601006,  ????????,  2006-08-01
601007,  ????????,601007,  ????????,  2007-04-06
601008,  ??????,601008,  ??????,  2007-04-26
601009,  ????????,601009,  ????????,  2007-07-19
601010,  ????????,601010,  ????????,  2011-06-03
601011,  ??????,601011,  ??????,  2011-03-09
601012,  ????????,601012,  ????????,  2012-04-11
601015,  ????????,601015,  ????????,  2014-11-05
601016,  ????????,601016,  ????????,  2014-09-29
601018,  ??????,601018,  ??????,  2010-09-28
601019,  ????????,601019,  ????????,  2017-11-22
601020,  ST????,601020,  ST????,  2016-03-16
601021,  ????????,601021,  ????????,  2015-01-21
601028,  ????????,601028,  ????????,  2011-11-07
601038,  ????????,601038,  ????????,  2012-08-08
601058,  ????????,601058,  ????????,  2011-06-30
601066,  ????????,601066,  ????????,  2018-06-20
601068,  ????????,601068,  ????????,  2018-08-31
601069,  ????????,601069,  ????????,  2015-01-22
601077,  ????????,601077,  ????????,  2019-10-29
601086,  ????????,601086,  ????????,  2017-09-29
601088,  ????????,601088,  ????????,  2007-10-09
601098,  ????????,601098,  ????????,  2010-10-28
601099,  ??????,601099,  ??????,  2007-12-28
601100,  ????????,601100,  ????????,  2011-10-28
601101,  ????????,601101,  ????????,  2010-03-31
601106,  ????????,601106,  ????????,  2010-02-09
601107,  ????????,601107,  ????????,  2009-07-27
601108,  ????????,601108,  ????????,  2017-10-24
601111,  ????????,601111,  ????????,  2006-08-18
601113,  ST????,601113,  ST????,  2011-05-09
601116,  ????????,601116,  ????????,  2011-03-02
601117,  ????????,601117,  ????????,  2010-01-07
601118,  ????????,601118,  ????????,  2011-01-07
601126,  ????????,601126,  ????????,  2010-12-31
601127,  ????????,601127,  ????????,  2016-06-15
601128,  ????????,601128,  ????????,  2016-09-30
601137,  ????????,601137,  ????????,  2011-01-27
601138,  ????????,601138,  ????????,  2018-06-08
601139,  ????????,601139,  ????????,  2009-12-25
601155,  ????????,601155,  ????????,  2015-12-04
601156,  ????????,601156,  ????????,  2021-06-09
601158,  ????????,601158,  ????????,  2010-03-29
601162,  ????????,601162,  ????????,  2018-10-19
601163,  ????????,601163,  ????????,  2016-09-09
601166,  ????????,601166,  ????????,  2007-02-05
601168,  ????????,601168,  ????????,  2007-07-12
601169,  ????????,601169,  ????????,  2007-09-19
601177,  ????????,601177,  ????????,  2010-10-11
601179,  ????????,601179,  ????????,  2010-01-28
601186,  ????????,601186,  ????????,  2008-03-10
601187,  ????????,601187,  ????????,  2020-10-27
601188,  ????????,601188,  ????????,  2010-03-19
601198,  ????????,601198,  ????????,  2015-02-26
601199,  ????????,601199,  ????????,  2011-03-17
601200,  ????????,601200,  ????????,  2017-03-31
601208,  ????????,601208,  ????????,  2011-05-20
601211,  ????????,601211,  ????????,  2015-06-26
601212,  ????????,601212,  ????????,  2017-02-15
601216,  ????????,601216,  ????????,  2011-02-22
601218,  ????????,601218,  ????????,  2011-05-06
601222,  ????????,601222,  ????????,  2011-08-08
601225,  ????????,601225,  ????????,  2014-01-28
601226,  ????????,601226,  ????????,  2014-12-11
601228,  ??????,601228,  ??????,  2017-03-29
601229,  ????????,601229,  ????????,  2016-11-16
601231,  ????????,601231,  ????????,  2012-02-20
601233,  ????????,601233,  ????????,  2011-05-18
601236,  ????????,601236,  ????????,  2019-07-05
601238,  ????????,601238,  ????????,  2012-03-29
601258,  ????????,601258,  ????????,  2011-04-28
601279,  ????????,601279,  ????????,  2021-04-15
601288,  ????????,601288,  ????????,  2010-07-15
601298,  ??????,601298,  ??????,  2019-01-21
601311,  ????????,601311,  ????????,  2011-06-02
601318,  ????????,601318,  ????????,  2007-03-01
601319,  ????????,601319,  ????????,  2018-11-16
601326,  ????????,601326,  ????????,  2017-08-16
601328,  ????????,601328,  ????????,  2007-05-15
601330,  ????????,601330,  ????????,  2018-06-11
601333,  ????????,601333,  ????????,  2006-12-22
601336,  ????????,601336,  ????????,  2011-12-16
601339,  ????????,601339,  ????????,  2012-06-12
601360,  ??????,601360,  ??????,  2012-01-16
601366,  ????????,601366,  ????????,  2017-04-12
601368,  ????????,601368,  ????????,  2015-06-12
601369,  ????????,601369,  ????????,  2010-04-28
601375,  ????????,601375,  ????????,  2017-01-03
601377,  ????????,601377,  ????????,  2010-10-13
601388,  ????????,601388,  ????????,  2012-04-23
601390,  ????????,601390,  ????????,  2007-12-03
601398,  ????????,601398,  ????????,  2006-10-27
601399,  ????????,601399,  ????????,  2020-06-08
601456,  ????????,601456,  ????????,  2020-07-31
601500,  ????????,601500,  ????????,  2016-09-19
601512,  ????????,601512,  ????????,  2019-12-20
601515,  ????????,601515,  ????????,  2012-02-16
601518,  ????????,601518,  ????????,  2010-03-19
601519,  ??????,601519,  ??????,  2011-01-28
601528,  ????????,601528,  ????????,  2021-06-25
601555,  ????????,601555,  ????????,  2011-12-12
601566,  ??????,601566,  ??????,  2011-05-30
601567,  ????????,601567,  ????????,  2011-06-15
601568,  ????????,601568,  ????????,  2020-10-20
601577,  ????????,601577,  ????????,  2018-09-26
601579,  ??????,601579,  ??????,  2014-08-25
601588,  ????????,601588,  ????????,  2006-10-16
601595,  ????????,601595,  ????????,  2016-08-17
601598,  ????????,601598,  ????????,  2019-01-18
601599,  ????????,601599,  ????????,  2011-05-27
601600,  ????????,601600,  ????????,  2007-04-30
601601,  ????????,601601,  ????????,  2007-12-25
601606,  ????????,601606,  ????????,  2018-08-06
601607,  ????????,601607,  ????????,  1994-03-24
601608,  ????????,601608,  ????????,  2012-07-06
601609,  ????????,601609,  ????????,  2020-04-22
601611,  ????????,601611,  ????????,  2016-06-06
601615,  ????????,601615,  ????????,  2019-01-23
601616,  ????????,601616,  ????????,  2011-02-01
601618,  ????????,601618,  ????????,  2009-09-21
601619,  ????????,601619,  ????????,  2017-07-20
601628,  ????????,601628,  ????????,  2007-01-09
601633,  ????????,601633,  ????????,  2011-09-28
601636,  ????????,601636,  ????????,  2011-08-12
601658,  ????????,601658,  ????????,  2019-12-10
601665,  ????????,601665,  ????????,  2021-06-18
601666,  ????????,601666,  ????????,  2006-11-23
601668,  ????????,601668,  ????????,  2009-07-29
601669,  ????????,601669,  ????????,  2011-10-18
601677,  ????????,601677,  ????????,  2011-09-19
601678,  ????????,601678,  ????????,  2010-02-23
601686,  ????????,601686,  ????????,  2020-12-04
601688,  ????????,601688,  ????????,  2010-02-26
601689,  ????????,601689,  ????????,  2015-03-19
601696,  ????????,601696,  ????????,  2020-02-26
601698,  ????????,601698,  ????????,  2019-06-28
601699,  ????????,601699,  ????????,  2006-09-22
601700,  ????????,601700,  ????????,  2011-01-18
601702,  ????????,601702,  ????????,  2020-09-07
601717,  ??????,601717,  ??????,  2010-08-03
601718,  ????????,601718,  ????????,  2010-08-16
601727,  ????????,601727,  ????????,  2008-12-05
601728,  ????????,601728,  ????????,  2021-08-20
601766,  ????????,601766,  ????????,  2008-08-18
601777,  ????????,601777,  ????????,  2010-11-25
601778,  ????????,601778,  ????????,  2020-05-19
601788,  ????????,601788,  ????????,  2009-08-18
601789,  ????????,601789,  ????????,  2011-08-16
601798,  ????????,601798,  ????????,  2011-06-22
601799,  ????????,601799,  ????????,  2011-02-01
601800,  ????????,601800,  ????????,  2012-03-09
601801,  ????????,601801,  ????????,  2010-01-18
601808,  ????????,601808,  ????????,  2007-09-28
601811,  ????????,601811,  ????????,  2016-08-08
601816,  ????????,601816,  ????????,  2020-01-16
601818,  ????????,601818,  ????????,  2010-08-18
601825,  ????????,601825,  ????????,  2021-08-19
601827,  ????????,601827,  ????????,  2020-06-05
601828,  ??????,601828,  ??????,  2018-01-17
601838,  ????????,601838,  ????????,  2018-01-31
601857,  ????????,601857,  ????????,  2007-11-05
601858,  ????????,601858,  ????????,  2017-01-18
601860,  ????????,601860,  ????????,  2019-01-03
601865,  ??????,601865,  ??????,  2019-02-15
601866,  ????????,601866,  ????????,  2007-12-12
601868,  ????????,601868,  ????????,  2021-09-28
601869,  ????????,601869,  ????????,  2018-07-20
601872,  ????????,601872,  ????????,  2006-12-01
601877,  ????????,601877,  ????????,  2010-01-21
601878,  ????????,601878,  ????????,  2017-06-26
601880,  ????????,601880,  ????????,  2010-12-06
601881,  ????????,601881,  ????????,  2017-01-23
601882,  ????????,601882,  ????????,  2016-11-07
601886,  ????????,601886,  ????????,  2011-08-18
601888,  ????????,601888,  ????????,  2009-10-15
601890,  ????????,601890,  ????????,  2010-12-28
601898,  ????????,601898,  ????????,  2008-02-01
601899,  ????????,601899,  ????????,  2008-04-25
601900,  ????????,601900,  ????????,  2016-02-15
601901,  ????????,601901,  ????????,  2011-08-10
601908,  ??????,601908,  ??????,  2011-09-08
601916,  ????????,601916,  ????????,  2019-11-26
601918,  ????????,601918,  ????????,  2007-12-19
601919,  ????????,601919,  ????????,  2007-06-26
601921,  ????????,601921,  ????????,  2021-07-23
601928,  ????????,601928,  ????????,  2011-11-30
601929,  ????????,601929,  ????????,  2012-02-23
601933,  ????????,601933,  ????????,  2010-12-15
601939,  ????????,601939,  ????????,  2007-09-25
601949,  ????????,601949,  ????????,  2017-08-21
601952,  ????????,601952,  ????????,  2017-05-15
601956,  ????????,601956,  ????????,  2020-12-25
601958,  ????????,601958,  ????????,  2008-04-17
601963,  ????????,601963,  ????????,  2021-02-05
601965,  ????????,601965,  ????????,  2012-06-11
601966,  ????????,601966,  ????????,  2016-07-06
601968,  ????????,601968,  ????????,  2015-06-11
601969,  ????????,601969,  ????????,  2014-12-09
601975,  ????????,601975,  ????????,  2019-01-08
601985,  ????????,601985,  ????????,  2015-06-10
601988,  ????????,601988,  ????????,  2006-07-05
601989,  ????????,601989,  ????????,  2009-12-16
601990,  ????????,601990,  ????????,  2018-06-13
601991,  ????????,601991,  ????????,  2006-12-20
601992,  ????????,601992,  ????????,  2011-03-01
601995,  ????????,601995,  ????????,  2020-11-02
601996,  ????????,601996,  ????????,  2011-09-29
601997,  ????????,601997,  ????????,  2016-08-16
601998,  ????????,601998,  ????????,  2007-04-27
601999,  ????????,601999,  ????????,  2007-12-21
603000,  ??????,603000,  ??????,  2012-04-27
603001,  ????????,603001,  ????????,  2012-04-26
603002,  ????????,603002,  ????????,  2012-05-18
603003,  ????????,603003,  ????????,  2012-08-17
603005,  ????????,603005,  ????????,  2014-02-10
603006,  ????????,603006,  ????????,  2014-06-30
603007,  ST????,603007,  ST????,  2016-08-26
603008,  ??????,603008,  ??????,  2012-07-17
603009,  ????????,603009,  ????????,  2014-07-18
603010,  ????????,603010,  ????????,  2014-10-10
603011,  ????????,603011,  ????????,  2014-11-07
603012,  ????????,603012,  ????????,  2015-03-20
603013,  ????????,603013,  ????????,  2018-05-09
603015,  ????????,603015,  ????????,  2015-03-03
603016,  ??????,603016,  ??????,  2016-07-01
603017,  ????????,603017,  ????????,  2014-12-31
603018,  ????????,603018,  ????????,  2014-10-13
603019,  ????????,603019,  ????????,  2014-11-06
603020,  ????????,603020,  ????????,  2015-03-25
603021,  ????????,603021,  ????????,  2015-04-23
603022,  ??????,603022,  ??????,  2015-05-18
603023,  ????????,603023,  ????????,  2015-05-27
603025,  ????????,603025,  ????????,  2015-04-22
603026,  ????????,603026,  ????????,  2015-05-29
603027,  ????????,603027,  ????????,  2016-03-07
603028,  ??????,603028,  ??????,  2016-03-31
603029,  ????????,603029,  ????????,  2016-04-27
603030,  ????????,603030,  ????????,  2015-03-20
603031,  ??????,603031,  ??????,  2016-08-22
603032,  *ST????,603032,  *ST????,  2017-01-05
603033,  ????????,603033,  ????????,  2016-12-07
603035,  ????????,603035,  ????????,  2017-01-05
603036,  ????????,603036,  ????????,  2016-12-09
603037,  ????????,603037,  ????????,  2017-01-20
603038,  ????????,603038,  ????????,  2017-01-16
603039,  ????????,603039,  ????????,  2017-01-13
603040,  ??????,603040,  ??????,  2017-02-09
603041,  ??????,603041,  ??????,  2017-03-30
603042,  ????????,603042,  ????????,  2017-06-02
603043,  ????????,603043,  ????????,  2017-06-27
603045,  ????????,603045,  ????????,  2018-05-17
603048,  ????????,603048,  ????????,  2021-11-16
603050,  ????????,603050,  ????????,  2017-04-14
603053,  ????????,603053,  ????????,  2019-12-17
603055,  ????????,603055,  ????????,  2017-09-21
603056,  ????????,603056,  ????????,  2018-01-16
603058,  ????????,603058,  ????????,  2016-12-23
603059,  ??????,603059,  ??????,  2018-03-02
603060,  ????????,603060,  ????????,  2016-11-09
603063,  ????????,603063,  ????????,  2017-07-28
603066,  ????????,603066,  ????????,  2015-06-11
603067,  ????????,603067,  ????????,  2016-09-13
603068,  ????????,603068,  ????????,  2019-04-15
603069,  ????????,603069,  ????????,  2016-07-12
603071,  ????????,603071,  ????????,  2021-12-16
603076,  ????????,603076,  ????????,  2017-11-13
603077,  ????????,603077,  ????????,  2012-07-31
603078,  ??????,603078,  ??????,  2017-04-10
603079,  ????????,603079,  ????????,  2017-08-23
603080,  ????????,603080,  ????????,  2018-01-03
603081,  ????????,603081,  ????????,  2017-04-20
603083,  ????????,603083,  ????????,  2017-11-10
603085,  ????????,603085,  ????????,  2015-06-30
603086,  ????????,603086,  ????????,  2017-05-11
603087,  ????????,603087,  ????????,  2020-06-29
603088,  ????????,603088,  ????????,  2014-11-11
603089,  ????????,603089,  ????????,  2017-01-26
603090,  ????????,603090,  ????????,  2016-08-31
603093,  ????????,603093,  ????????,  2019-08-30
603095,  ????????,603095,  ????????,  2020-04-15
603096,  ??????,603096,  ??????,  2017-04-25
603098,  ????????,603098,  ????????,  2016-12-16
603099,  ??????,603099,  ??????,  2014-08-22
603100,  ????????,603100,  ????????,  2014-08-05
603101,  ????????,603101,  ????????,  2016-05-06
603103,  ????????,603103,  ????????,  2017-10-12
603105,  ????????,603105,  ????????,  2018-07-09
603106,  ????????,603106,  ????????,  2017-09-20
603108,  ????????,603108,  ????????,  2015-05-27
603109,  ????????,603109,  ????????,  2019-12-31
603110,  ????????,603110,  ????????,  2017-10-13
603111,  ????????,603111,  ????????,  2014-08-01
603112,  ????????,603112,  ????????,  2020-09-17
603113,  ????????,603113,  ????????,  2017-05-11
603115,  ????????,603115,  ????????,  2019-08-09
603116,  ??????,603116,  ??????,  2015-06-29
603117,  ????????,603117,  ????????,  2015-06-29
603118,  ????????,603118,  ????????,  2015-02-25
603121,  ????????,603121,  ????????,  2019-01-11
603123,  ????????,603123,  ????????,  2012-05-03
603126,  ????????,603126,  ????????,  2014-07-31
603127,  ????????,603127,  ????????,  2017-08-25
603128,  ????????,603128,  ????????,  2012-05-29
603129,  ????????,603129,  ????????,  2017-08-18
603131,  ????????,603131,  ????????,  2016-06-07
603133,  ????????,603133,  ????????,  2017-03-20
603136,  ??????,603136,  ??????,  2017-09-27
603138,  ????????,603138,  ????????,  2017-03-06
603139,  ????????,603139,  ????????,  2017-04-21
603155,  ??????,603155,  ??????,  2020-09-01
603156,  ????????,603156,  ????????,  2018-02-12
603157,  *ST????,603157,  *ST????,  2017-09-25
603158,  ????????,603158,  ????????,  2015-03-20
603159,  ????????,603159,  ????????,  2016-08-12
603160,  ????????,603160,  ????????,  2016-10-17
603161,  ????????,603161,  ????????,  2018-01-05
603165,  ????????,603165,  ????????,  2017-01-17
603166,  ????????,603166,  ????????,  2014-11-27
603167,  ????????,603167,  ????????,  2012-09-06
603168,  ????????,603168,  ????????,  2014-07-02
603169,  ????????,603169,  ????????,  2014-10-09
603171,  ????????,603171,  ????????,  2021-06-30
603176,  ????????,603176,  ????????,  2021-12-31
603177,  ????????,603177,  ????????,  2017-02-07
603178,  ????????,603178,  ????????,  2017-03-28
603179,  ????????,603179,  ????????,  2017-03-17
603180,  ????????,603180,  ????????,  2017-05-12
603181,  ????????,603181,  ????????,  2017-08-24
603183,  ??????,603183,  ??????,  2017-09-05
603185,  ????????,603185,  ????????,  2018-12-28
603186,  ????????,603186,  ????????,  2017-01-03
603187,  ????????,603187,  ????????,  2018-11-29
603188,  ????????,603188,  ????????,  2014-09-09
603189,  ????????,603189,  ????????,  2016-09-14
603192,  ????????,603192,  ????????,  2018-08-28
603195,  ????????,603195,  ????????,  2020-02-06
603196,  ????????,603196,  ????????,  2017-05-31
603197,  ????????,603197,  ????????,  2017-05-19
603198,  ????????,603198,  ????????,  2015-05-28
603199,  ????????,603199,  ????????,  2015-03-26
603200,  ????????,603200,  ????????,  2017-06-01
603203,  ????????,603203,  ????????,  2016-11-08
603208,  ????????,603208,  ????????,  2017-02-10
